更新日期,#genre#
凤凰资讯,http://api.kkitv.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8$IPV4•线路2
凤凰资讯,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv$IPV4•线路3
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$IPV4•线路4
凤凰资讯,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1200$IPV4•线路5
凤凰资讯,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd$IPV4•线路6
凤凰资讯,https://smart.946985.filegear-sg.me/smart.php?id=phoenixinfo_hd$IPV4•线路7
凤凰资讯,http://cdn6.veryfast.filegear-sg.me/live/fhzx/stream.m3u8$IPV4•线路8
凤凰资讯,http://43.152.143.193/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv$IPV4•线路9
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx$IPV4•线路10
凤凰资讯,p3p://focus169.org:25271/694531d0000414f210386f2756d64099$IPV4•线路11
凤凰资讯,p3p://focus169.org:25271/68b0665c0002e72fcb015310459b5b02$IPV4•线路12
凤凰资讯,p3p://focus169.org:35351/68b0665c0002e72fcb015310459b5b02$IPV4•线路13
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$IPV4•线路14
凤凰资讯,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzx&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路15
凤凰资讯,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzxhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路16
凤凰资讯,http://vapi.91kds.cc/live2/ifeng.m3u8?id=fhzxhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路17
tvN,p3p://focus169.org:25271/641a163c000a4f64bf40974c0cad0cce$IPV4•线路1
tvN,p3p://focus169.org:35351/641a163c000a4f64bf40974c0cad0cce$IPV4•线路2
PopC,http://streamsy.online:2999/coachj88/N93DPKS9pJ/226$IPV4
J2,http://api.kkitv.itv888.vip:8080/streams/48uxa7dlbga/index.m3u8$IPV4
明珠台,http://r.jdshipin.com/ZQ4kN$IPV4•线路1
明珠台,http://r.jdshipin.com/jUx8K$IPV4•线路2
明珠台,http://api.kkitv.itv888.vip:8080/streams/qi0oiujn7hh/index.m3u8$IPV4•线路3
明珠台,http://iptv.4666888.xyz/iptv2A.php?id=29$IPV4•线路4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2$IPV4•线路5
明珠台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/10.ts$IPV4•线路6
明珠台,https://smart.946985.filegear-sg.me/smart.php?id=pearl_twn$IPV4•线路7
明珠台,http://cdn6.veryfast.filegear-sg.me/live/mzt/stream.m3u8$IPV4•线路8
明珠台,http://o12.veryfast.filegear-sg.me/hls/mzt/playlist.m3u8$IPV4•线路9
明珠台,http://hls.168.us.kg/u/84/master.m3u8$IPV4•线路10
无线明珠,http://beishan008.asuscomm.com:8890/bysid/2.m3u8$IPV4
娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw$IPV4•线路1
娱乐新闻台,http://v2h.veryfast.filegear-sg.me/live/ylxw/stream.m3u8$IPV4•线路2
無線新聞台,p3p://focus169.org:25271/68b98c460009c337eebd312b0e5f3199$IPV4•线路1
無線新聞台,p3p://focus169.org:35351/68b98c460009c337eebd312b0e5f3199$IPV4•线路2
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn$IPV4•线路1
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw$IPV4•线路2
无线新闻台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/8.ts$IPV4•线路3
无线新闻台,http://hls.168.us.kg/u/83/master.m3u8$IPV4•线路4
无线新闻台,https://smart.946985.filegear-sg.me/smart.php?id=inews_twn$IPV4•线路5
无线新闻台,http://cdn6.veryfast.filegear-sg.me/live/wxxw/stream.m3u8$IPV4•线路6
有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=31$IPV4
TVBS新闻,http://211.23.125.95:50007/4gtv-4gtv072/index.m3u8?proxy=true$IPV4
TVBS欢乐,http://211.23.125.95:50007/4gtv-4gtv068/index.m3u8?proxy=true$IPV4
寰宇新聞台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/170.ts$IPV4•线路1
寰宇新聞台,https://4gtv.946985.filegear-sg.me/playlist?channel=%E5%AF%B0%E5%AE%87%E6%96%B0%E8%81%9E%E5%8F%B0$IPV4•线路2
寰宇新聞台,p3p://focus169.org:25271/68b068b7000200f2cb0a86416478158a$IPV4•线路3
寰宇新聞台,p3p://focus169.org:35351/68b068b7000200f2cb0a86416478158a$IPV4•线路4
now新闻,http://hls.168.us.kg/u/332/master.m3u8$IPV4
翡翠综合台(北美),http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1$IPV4
ROCK Action,https://4gtv.946985.filegear-sg.me/playlist?channel=ROCK%20Action$IPV4
TVB星河,http://r.jdshipin.com/sXuuD$IPV4•线路1
TVB星河,http://r.jdshipin.com/Voac4$IPV4•线路2
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe$IPV4•线路3
TVB星河,http://v2h.veryfast.filegear-sg.me/live/tvbxh/stream.m3u8$IPV4•线路4
TVB星河,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Xinhe$IPV4•线路5
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic$IPV4•线路1
千禧经典台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Tvbclassic$IPV4•线路2
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/$IPV4•线路3
AMC電影台,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8$IPV4
200TVBS台劇台,https://4gtv.946985.filegear-sg.me/playlist?channel=TVBS%E5%8F%B0%E5%8A%87%E5%8F%B0$IPV4
Animax,https://smart.946985.filegear-sg.me/smart.php?id=Animax$IPV4
美亚电影台,https://live.tvfix.org/live/mydy/index.m3u8$IPV4•线路1
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn$IPV4•线路2
美亚电影台,https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn$IPV4•线路3
美亚电影台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=meiyamovie_twn$IPV4•线路4
美亚电影台,p3p://focus169.org:25271/642525310003ad3cea72ca2155c734c3$IPV4•线路5
美亚电影台,p3p://focus169.org:35351/642525310003ad3cea72ca2155c734c3$IPV4•线路6
美亚电影粤,p3p://focus169.org:25271/68107e33000568555a624e1d359e237c$IPV4•线路1
美亚电影粤,p3p://focus169.org:35351/68107e33000568555a624e1d359e237c$IPV4•线路2
美亚电影国,http://rihou.cc:555/tv/[Hv]美亚电影|$IPV4
HOYTV,http://r.jdshipin.com/sFw4S$IPV4•线路1
HOYTV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv$IPV4•线路2
HOYTV,https://smart.946985.filegear-sg.me/smart.php?id=hoycaijing_twn$IPV4•线路3
TVB Plus,http://r.jdshipin.com/Nr5jq$IPV4•线路1
TVB Plus,http://r.jdshipin.com/ndGgS$IPV4•线路2
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp$IPV4•线路3
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2$IPV4•线路4
TVB Plus,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/11.ts$IPV4•线路5
MBC 대전,https://epg.pw/stream/420218c7fad9229e33635428a8c68d73de60d165d59e35c1d146c4f8d1367e12.ctv$IPV4
天映频道粤,p3p://focus169.org:25271/64124e0f00045619a0dadf2552b73bf8$IPV4•线路1
天映频道粤,p3p://focus169.org:35351/64124e0f00045619a0dadf2552b73bf8$IPV4•线路2
天映频道国,http://php.jdshipin.com:8880/smt.php?id=Celestial$IPV4•线路1
天映频道国,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/124.ts$IPV4•线路2
天映频道国,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/125.ts$IPV4•线路3
天映频道国,https://smart.946985.filegear-sg.me/smart.php?id=Celestial$IPV4•线路4
天映频道国,https://smart.946985.filegear-sg.me/smart.php?id=Celestialindo$IPV4•线路5
Viutv,http://api.kkitv.itv888.vip:8080/streams/bvdslcl5cts/index.m3u8$IPV4
三立台湾,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/188.ts$IPV4•线路1
三立台湾,https://smart.946985.filegear-sg.me/smart.php?id=sanlitaiwan$IPV4•线路2
三立新闻,http://live4play.uk/livehttpplay?channel_id=10126$IPV4•线路1
三立新闻,p3p://focus169.org:25271/6766bc7f000ed78dc349b377648221c8$IPV4•线路2
三立新闻,p3p://focus169.org:35351/6766bc7f000ed78dc349b377648221c8$IPV4•线路3
东森综合,http://live4play.uk/livehttpplay?channel_id=20104$IPV4
东森超视,rtmp://f13h.mine.nu/sat/tv331$IPV4•线路1
东森超视,https://smart.946985.filegear-sg.me/smart.php?id=ettvsuper$IPV4•线路2
东森电影,http://mytv.cdn.com.mp/live/dsdy/stream.m3u8$IPV4•线路1
东森电影,http://live4play.uk/livehttpplay?channel_id=20077$IPV4•线路2
东森电影,https://smart.946985.filegear-sg.me/smart.php?id=ettvmovie$IPV4•线路3
Now剧集,http://rihou.cc:555/tv/[Hv]Now剧集$IPV4
Now华剧,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/35.ts$IPV4
Now星影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/40.ts$IPV4
靖天资讯,http://211.23.125.95:50007/4gtv-4gtv065/index.m3u8?proxy=true$IPV4
靖天電影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/282.ts$IPV4•线路1
靖天電影台,https://4gtv.946985.filegear-sg.me/playlist?channel=%E9%9D%96%E5%A4%A9%E9%9B%BB%E5%BD%B1%E5%8F%B0$IPV4•线路2
星卫娱乐,p3p://focus169.org:25271/6425242d000d55adea6ed4fa37195f98$IPV4•线路1
星卫娱乐,p3p://focus169.org:35351/6425242d000d55adea6ed4fa37195f98$IPV4•线路2
SUPER Kids Channel,https://4gtv.946985.filegear-sg.me/playlist?channel=LUXE%20TV%20Channel$IPV4
amc电影台,https://4gtv.946985.filegear-sg.me/playlist?channel=amc%E9%9B%BB%E5%BD%B1%E5%8F%B0$IPV4
Hbo原创台,p3p://focus169.org:25271/64137f700008f329a583c3344ddf5dfc$IPV4•线路1
Hbo原创台,p3p://focus169.org:35351/64137f700008f329a583c3344ddf5dfc$IPV4•线路2
Hbo家庭台,p3p://focus169.org:25271/64137f3c000d4a86a582f93235111bc5$IPV4•线路1
Hbo家庭台,p3p://focus169.org:35351/64137f3c000d4a86a582f93235111bc5$IPV4•线路2
Channel 5 HD,p3p://focus169.org:25271/642606de000ae43dede457c221b81de1$IPV4•线路1
Channel 5 HD,p3p://focus169.org:35351/642606de000ae43dede457c221b81de1$IPV4•线路2
Channel 8 HD,p3p://focus169.org:25271/642606be0002dd54ede3d8b40d6c04dc$IPV4•线路1
Channel 8 HD,p3p://focus169.org:35351/642606be0002dd54ede3d8b40d6c04dc$IPV4•线路2
Channel U HD,p3p://focus169.org:25271/642606fa000535beede4c3ae3202280b$IPV4•线路1
Channel U HD,p3p://focus169.org:35351/642606fa000535beede4c3ae3202280b$IPV4•线路2
RTHK 31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31$IPV4•线路1
RTHK 31,https://smart.946985.filegear-sg.me/smart.php?id=rhk31_twn$IPV4•线路2
RTHK 31,http://cdn.veryfast.filegear-sg.me/live/rthk31/stream.m3u8$IPV4•线路3
RTHK 32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32$IPV4•线路1
RTHK 32,http://cdn.veryfast.filegear-sg.me/live/rthk32/stream.m3u8$IPV4•线路2
RTHK 32,https://smart.946985.filegear-sg.me/smart.php?id=rhk32_twn$IPV4•线路3
中天亞洲台,http://livetv.skycf.eu.org/live.m3u8?c=3$IPV4•线路1
中天亞洲台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/177.ts$IPV4•线路2
中天新聞台,https://4gtv.946985.filegear-sg.me/playlist?channel=%E4%B8%AD%E5%A4%A9%E6%96%B0%E8%81%9E%E5%8F%B0$IPV4
中視,https://4gtv.946985.filegear-sg.me/playlist?channel=%E4%B8%AD%E8%A6%96$IPV4
東森电影国,p3p://focus169.org:25271/64253899000a078deabe99ff587050b0$IPV4•线路1
東森电影国,p3p://focus169.org:35351/64253899000a078deabe99ff587050b0$IPV4•线路2
8-度空间国,https://cdn6.163189.xyz/163189/8tv$IPV4•线路1
8-度空间国,http://cdn6.veryfast.filegear-sg.me/live/8tv/stream.m3u8$IPV4•线路2
日本全天新聞,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8$IPV4
爆谷台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/16991688/41.ts$IPV4
華視,https://4gtv.946985.filegear-sg.me/playlist?channel=%E8%8F%AF%E8%A6%96$IPV4
龍華電影台,p3p://focus169.org:25271/642d014b0009f96e092658cb4e1b23ff$IPV4•线路1
龍華電影台,p3p://focus169.org:35351/642d014b0009f96e092658cb4e1b23ff$IPV4•线路2
凤凰香港,http://r.jdshipin.com/yDoTN$IPV4•线路1
凤凰香港,http://r.jdshipin.com/NfC0f$IPV4•线路2
凤凰香港,http://api.kkitv.itv888.vip:8080/streams/mty4v56ud39/index.m3u8$IPV4•线路3
凤凰香港,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701phk72.flv$IPV4•线路4
凤凰香港,https://smart.946985.filegear-sg.me/smart.php?id=hkphoenix_twn$IPV4•线路5
凤凰香港,http://cdn6.veryfast.filegear-sg.me/live/fhhk/stream.m3u8$IPV4•线路6
凤凰香港,http://43.152.143.193/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701phk72.flv$IPV4•线路7
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$IPV4•线路8
凤凰香港,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhxghd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路9
凤凰香港,http://vapi.91kds.cc/live2/ifeng.m3u8?id=fhxghd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路10
凤凰卫视,http://api.kkitv.itv888.vip:8080/streams/vny1wblsnch/index.m3u8$IPV4
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$IPV4•线路1
香港卫视,http://101.35.240.114:88/live.php?id=香港卫视$IPV4•线路2
TVBS亚洲,https://4gtv.946985.filegear-sg.me/playlist?channel=TVBS$IPV4
无线新闻,http://r.jdshipin.com/CkuBd$IPV4
纬来体育,rtmp://f13h.mine.nu/sat/tv721$IPV4•线路1
纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8$IPV4•线路2
纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8$IPV4•线路3
纬来体育,https://smart.946985.filegear-sg.me/smart.php?id=videolandsport$IPV4•线路4
纬来体育,p3p://focus169.org:25271/64251ee9000a4e00ea5a428b26ea4156$IPV4•线路5
纬来体育,p3p://focus169.org:35351/64251ee9000a4e00ea5a428b26ea4156$IPV4•线路6
纬来体育,http://211.72.65.236:8585/.m3u8$IPV4•线路7
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$IPV4•线路8
纬来体育,http://125.227.210.55:8155/VideoInput/play.ts$IPV4•线路9
纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-9.ctv$IPV4•线路10
纬来育乐,rtmp://f13h.mine.nu/sat/tv701$IPV4•线路1
纬来育乐,https://smart.946985.filegear-sg.me/smart.php?id=videolandyule$IPV4•线路2
📠┃央视频道,#genre#
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路1
CCTV1,http://113.95.132.166:554/rtp/239.77.0.119:5146$IPV4•线路2
CCTV1,http://113.95.132.166:554/rtp/239.77.0.129:5146$IPV4•线路3
CCTV1,http://113.95.132.166:554/rtp/239.77.0.86:5146$IPV4•线路4
CCTV1,http://113.95.132.166:554/rtp/239.77.1.144:5146$IPV4•线路5
CCTV1,http://113.95.132.166:554/rtp/239.77.1.17:5146$IPV4•线路6
CCTV1,http://171.213.234.216:8089/rtp/239.93.0.58:5140$IPV4•线路7
CCTV1,http://183.164.37.17:4022/rtp/238.1.78.166:7200$IPV4•线路8
CCTV1,http://183.164.46.181:6688/rtp/238.1.78.166:7200$IPV4•线路9
CCTV1,http://183.165.195.249:7000/rtp/238.1.78.166:7200$IPV4•线路10
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.119:5146$IPV4•线路11
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.129:5146$IPV4•线路12
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.86:5146$IPV4•线路13
CCTV1,http://183.30.201.121:10002/rtp/239.77.1.144:5146$IPV4•线路14
CCTV1,http://183.30.201.121:10002/rtp/239.77.1.17:5146$IPV4•线路15
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.119:5146$IPV4•线路16
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.129:5146$IPV4•线路17
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.86:5146$IPV4•线路18
CCTV1,http://58.63.66.57:8888/rtp/239.77.1.144:5146$IPV4•线路19
CCTV1,http://58.63.66.57:8888/rtp/239.77.1.17:5146$IPV4•线路20
CCTV1,http://182.150.23.74:808/hls/1/index.m3u8$IPV4•线路21
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$IPV4•线路22
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8$IPV4•线路23
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$IPV4•线路24
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$IPV4•线路25
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路26
